2001,370630001011,20937886
2001,370630001012,3769383
2001,370630001021,1724890
2001,370630001022,2253473
2001,370630002001,5856099
2001,370630002002,635220
2001,370630002003,483855
2001,370630003011,18694184
2001,370630003012,1413614
2001,370630003013,592073
2001,370630003021,946481
2001,370630003022,1057374
2001,370630003023,4670923
2001,370630004011,1803360
2001,370630004012,1311788
2001,370630004013,2132897
2001,370630004021,38762926
2001,370630005001,1597247
2001,370630005002,3502622
2001,370630005003,7217607
2001,370630005004,1141433
2001,370630006001,11773948
2001,370630006002,17955603
2001,370630006003,573583
2001,370630007001,2607017
2001,370630007002,3266144
2001,370630007003,824960
2001,370630009001,1026989
2001,370630009002,1713356
2001,370630010011,972353
2001,370630010012,618428
2001,370630010013,2850887
2001,370630010021,10251543
2001,370630010022,1508327
2001,370630010023,432503
2001,370630010024,1093286
2001,370630011001,1932984
2001,370630011002,5762852
2001,370630013011,2604683
2001,370630013031,2130924
2001,370630013032,2442230
2001,370630013041,1841161
2001,370630014001,843580
2001,370630014002,1323045
2001,370630015011,0
2001,370630015021,36207015
2001,370630015022,23985327
2001,370630015023,31130273
2001,370630015024,0
2001,370630015031,0
2001,370630016011,4316946
2001,370630016012,2452417
2001,370630016013,930663
2001,370630016031,407175
2001,370630016032,1460046
2001,370630016033,1042370
2001,370630016034,790630
2001,370630016041,503302
2001,370630016042,1259125
2001,370630016043,2025536
2001,370630017051,857132
2001,370630017052,14690314
2001,370630017053,35771176
2001,370630017061,24708121
2001,370630017062,6430295
2001,370630017071,1370792
2001,370630017072,18696914
2001,370630017073,1849680
2001,370630017074,858761
2001,370630017075,1306690
2001,370630017081,28052457
2001,370630017091,930765
2001,370630017092,1122968
2001,370630017093,78500960
2001,370630017101,12088217
2001,370630017102,12592009
2001,370630017111,22351030
2001,370630017112,21733784
2001,370630017113,23071013
2001,370630018011,1311044
2001,370630018012,321953
2001,370630018013,3666212
2001,370630018014,2915101
2001,370630018015,19296112
2001,370630018021,5828391
2001,370630018022,325471
2001,370630018023,3897334
2001,370630018024,2942001
2001,370630018061,3105297
2001,370630018062,2299896
2001,370630018071,5800165
2001,370630018072,6209224
2001,370630018073,843864
2001,370630018081,2439732
2001,370630018082,2564701
2001,370630018091,12974815
2001,370630018092,20032096
2001,370630019001,5129596
2001,370630019002,2471806
2001,370630020071,2015742
2001,370630020072,14174727
2001,370630020073,2388184
2001,370630020081,2136764
2001,370630020082,4472444
2001,370630020091,12113554
2001,370630020092,1353148
2001,370630020093,1674486
2001,370630020131,1687896
2001,370630020132,1098143
2001,370630020133,2237140
2001,370630020151,18939453
2001,370630020152,50076781
2001,370630020153,62018116
2001,370630020161,51679871
2001,370630020162,43984849
2001,370630020171,3543473
2001,370630020172,2195610
2001,370630020173,117890290
2001,370630020181,26335559
2001,370630020182,53479573
2001,370630020183,3085154
2001,370630020191,56633214
2001,370630020192,25014451
2001,370630020193,6900506
2001,370630020201,1177392
2001,370630020202,998754
2001,370630020211,70682481
2001,370630020212,16915320
2001,370630020221,37051135
2001,370630020222,21968948
2001,370630020231,15128826
2001,370630020232,34968883
2001,370630020241,10952916
2001,370630020242,1338861
2001,370630020243,4274557
2001,370630020251,1801875
