2001,370630001011,48983468
2001,370630001012,44236371
2001,370630001021,60163750
2001,370630001022,71145445
2001,370630002001,31342276
2001,370630002002,23235256
2001,370630002003,39552720
2001,370630003011,27112525
2001,370630003012,17362600
2001,370630003013,20467606
2001,370630003021,49493575
2001,370630003022,40919003
2001,370630003023,61694308
2001,370630004011,47864514
2001,370630004012,58264834
2001,370630004013,37752060
2001,370630004021,46810323
2001,370630005001,15247037
2001,370630005002,16321253
2001,370630005003,21782715
2001,370630005004,21454550
2001,370630006001,87542391
2001,370630006002,78544152
2001,370630006003,57266359
2001,370630007001,25814438
2001,370630007002,76761523
2001,370630007003,68968973
2001,370630009001,13717286
2001,370630009002,21302590
2001,370630010011,20152677
2001,370630010012,30349970
2001,370630010013,31990651
2001,370630010021,48351781
2001,370630010022,17314882
2001,370630010023,15848146
2001,370630010024,21583565
2001,370630011001,27779667
2001,370630011002,21223933
2001,370630013011,36211845
2001,370630013031,33236660
2001,370630013032,20896399
2001,370630013041,54939587
2001,370630014001,25754824
2001,370630014002,32571818
2001,370630015011,3997513
2001,370630015021,33918681
2001,370630015022,23985327
2001,370630015023,40989081
2001,370630015024,362076
2001,370630016011,45856636
2001,370630016012,166646238
2001,370630016013,90987252
2001,370630016031,36431761
2001,370630016032,106243905
2001,370630016033,70354255
2001,370630016034,136731546
2001,370630016041,109836775
2001,370630016042,202554254
2001,370630016043,85201605
2001,370630017051,84256472
2001,370630017052,113504690
2001,370630017053,41611440
2001,370630017061,88674603
2001,370630017062,96402915
2001,370630017071,61946505
2001,370630017072,94753897
2001,370630017073,50814594
2001,370630017074,103681217
2001,370630017075,93283609
2001,370630017081,86740294
2001,370630017091,25876026
2001,370630017092,25668643
2001,370630017093,67900774
2001,370630017101,81030819
2001,370630017102,44049413
2001,370630017111,34721360
2001,370630017112,36500312
2001,370630017113,61950960
2001,370630018011,57716570
2001,370630018012,25833971
2001,370630018013,65784232
2001,370630018014,22802221
2001,370630018015,34354446
2001,370630018021,56202046
2001,370630018022,42925847
2001,370630018023,51396292
2001,370630018024,23231217
2001,370630018061,79156951
2001,370630018062,73952746
2001,370630018071,45235692
2001,370630018072,135176844
2001,370630018073,90149941
2001,370630018081,115361994
2001,370630018082,58694560
2001,370630018091,59847898
2001,370630018092,100552687
2001,370630019001,37321264
2001,370630019002,54502505
2001,370630020071,116351222
2001,370630020072,135971411
2001,370630020073,51689747
2001,370630020081,151558608
2001,370630020082,216688985
2001,370630020091,62497885
2001,370630020092,34207942
2001,370630020093,59952114
2001,370630020131,86187798
2001,370630020132,44238450
2001,370630020133,111461892
2001,370630020151,75215983
2001,370630020152,75406158
2001,370630020153,15324259
2001,370630020161,73377634
2001,370630020162,46155365
2001,370630020171,165999599
2001,370630020172,96627998
2001,370630020173,151723200
2001,370630020181,159830305
2001,370630020182,113933160
2001,370630020183,164991501
2001,370630020191,51696402
2001,370630020192,60629500
2001,370630020193,142773784
2001,370630020201,35941920
2001,370630020202,171079181
2001,370630020211,106687605
2001,370630020212,45119457
2001,370630020221,89614722
2001,370630020222,137730765
2001,370630020231,65342041
2001,370630020232,88964180
2001,370630020241,204200431
2001,370630020242,64184149
2001,370630020243,90445004
2001,370630020251,73925086
2001,370630020252,76969581
2001,370630020253,62103783
2001,370630020261,37234295
2001,370630020262,76357805
2001,370630020271,51758806
2001,370630020272,50851090
2001,370630020273,68883693
2001,370630020281,29196915
2001,370630020282,32839681
2001,370630020283,28245217
2001,370630021001,223589636
2001,370630021002,114232394
2001,370630021003,108850671
2001,370630022001,50603147
2001,370630023001,18778012
2001,370630023002,17799561
2001,370639801001,100
2002,370630001011,48161227
2002,370630001012,46362019
2002,370630001021,58867913
2002,370630001022,70638151
2002,370630002001,26067692
2002,370630002002,22920677
2002,370630002003,39013435
2002,370630003011,26611590
2002,370630003012,17088014
2002,370630003013,25609637
2002,370630003021,48841785
2002,370630003022,40392250
2002,370630003023,60116347
2002,370630004011,47659590
2002,370630004012,58284136
2002,370630004013,40418645
2002,370630004021,46270255
2002,370630005001,15247037
2002,370630005002,16104188
2002,370630005003,21330069
2002,370630005004,20953953
2002,370630006001,86594176
2002,370630006002,77737131
2002,370630006003,56943544
2002,370630007001,25325764
2002,370630007002,76589823
2002,370630007003,68718371
2002,370630009001,13339386
2002,370630009002,20750466
2002,370630010011,19489773
2002,370630010012,29728405
2002,370630010013,31455337
2002,370630010021,48337565
2002,370630010022,17042178
2002,370630010023,15719268
2002,370630010024,20715688
2002,370630011001,27006392
2002,370630011002,20046759
2002,370630013011,36133456
2002,370630013031,33113024
2002,370630013032,20928239
2002,370630013041,54997342
2002,370630014001,22792928
2002,370630014002,31868510
2002,370630015011,3997513
2002,370630015021,33917757
2002,370630015022,23985327
2002,370630015023,39804665
2002,370630015024,362076
2002,370630016011,51782860
2002,370630016012,171208220
2002,370630016013,90865514
2002,370630016031,36017536
2002,370630016032,109828652
2002,370630016033,68247277
2002,370630016034,142107376
2002,370630016041,120836538
2002,370630016042,209740306
2002,370630016043,92998597
2002,370630017051,84337780
2002,370630017052,112798322
2002,370630017053,56917381
2002,370630017061,88585896
2002,370630017062,98612445
2002,370630017071,66880771
2002,370630017072,94700164
2002,370630017073,51135058
2002,370630017074,103246983
2002,370630017075,103690254
2002,370630017081,87769133
2002,370630017091,25800400
2002,370630017092,25544440
2002,370630017093,68948407
2002,370630017101,86871454
2002,370630017102,43982580
2002,370630017111,34823143
2002,370630017112,36941575
2002,370630017113,61927172
2002,370630018011,59266873
2002,370630018012,26020315
2002,370630018013,65837306
2002,370630018014,24716431
2002,370630018015,34736908
2002,370630018021,57729767
2002,370630018022,43246397
2002,370630018023,51941681
2002,370630018024,23880470
2002,370630018061,79259613
2002,370630018062,75693541
2002,370630018071,44955127
2002,370630018072,147994299
2002,370630018073,101396793
2002,370630018081,135539760
2002,370630018082,60349947
2002,370630018091,84076738
2002,370630018092,113068429
2002,370630019001,37314797
2002,370630019002,68171722
2002,370630020071,116741366
2002,370630020072,135746956
2002,370630020073,52490928
2002,370630020081,154730498
2002,370630020082,220853946
2002,370630020091,62533204
2002,370630020092,35442536
2002,370630020093,62655495
2002,370630020131,85694008
2002,370630020132,44298219
2002,370630020133,115211439
2002,370630020151,75096254
2002,370630020152,72548903
2002,370630020153,15324259
2002,370630020161,79767744
2002,370630020162,48677670
2002,370630020171,169243998
2002,370630020172,101054905
2002,370630020173,172753617
2002,370630020181,163967812
2002,370630020182,112069262
2002,370630020183,170483259
2002,370630020191,51708502
2002,370630020192,60840740
2002,370630020193,142252037
2002,370630020201,60025575
2002,370630020202,191542825
2002,370630020211,125631376
2002,370630020212,51686745
2002,370630020221,90646177
2002,370630020222,140949922
2002,370630020231,65066951
2002,370630020232,88917045
2002,370630020241,216675216
2002,370630020242,64119893
2002,370630020243,90965402
2002,370630020251,75210234
2002,370630020252,81350697
2002,370630020253,62235985
2002,370630020261,47158939
2002,370630020262,81943401
2002,370630020271,52789391
2002,370630020272,119268673
2002,370630020273,65990443
2002,370630020281,32621277
2002,370630020282,38171811
2002,370630020283,28310693
2002,370630021001,239477755
2002,370630021002,115448914
2002,370630021003,113408604
2002,370630022001,57339523
2002,370630023001,18254826
2002,370630023002,17727964
2002,370639801001,100
2003,370630001011,48018678
2003,370630001012,48018207
2003,370630001021,58737127
2003,370630001022,70859279
2003,370630002001,31162609
2003,370630002002,22934919
2003,370630002003,39242567
2003,370630003011,26744318
2003,370630003012,17284013
2003,370630003013,27449562
2003,370630003021,48725517
2003,370630003022,41393430
