id,y_1998,y_1999,y_2000,y_2001,y_2002,y_2003,y_2004,y_2005,y_2006,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018
370630018082,101500,102500,107000,110000,134000,194000,222000,233000,238000,245500,248500,251000,233750,226500,220250,228000,235000,255500,275000,283000,290000
370630020281,120500,128000,134000,144000,149000,160500,175500,178500,177500,178250,176500,189000,196000,197500,200000,203000,207500,225000,270000,318000,318000
370630004013,117250,134000,165000,192000,200000,190000,197000,227000,236500,244000,223000,230000,242000,242500,261000,277000,287500,320500,345000,355250,365000
370630020171,189500,222000,230000,235000,240000,242000,256500,315000,340000,346000,335000,311500,300000,293250,299500,312750,325000,342750,365000,379750,395000
370630003012,67500,42000,48000,48000,48500,91000,96000,100000,97500,97500,113000,132000,136500,123000,118000,154250,162500,212750,235000,270500,275250
370630003023,156500,178000,206000,209000,212000,220000,227500,248250,260000,290000,318500,372000,381000,381000,392750,429000,460500,487000,587500,582500,542500
370630018011,115000,116500,116500,122000,128000,135250,140500,142000,150000,151000,150000,144250,141000,143500,135000,136750,138750,144000,160500,174000,184500
370630016032,130000,135000,140000,146000,150000,160000,179000,210500,224500,235000,212500,193000,184000,183500,183000,197000,203250,209500,220000,232000,237000
370630003011,65000,65000,79500,83750,86000,85500,84250,100000,98000,104000,99000,113000,80000,80000,64500,67000,143000,144000,142500,146250,150000
370630016042,170750,174000,181000,189000,193000,199750,202000,214500,223000,224500,224500,217500,223500,216000,217000,225000,230000,236000,240000,255000,264000
370630009002,37000,37500,42000,36250,47000,60000,62000,60000,42500,42500,32000,50000,25000,26250,50000,58000,75000,85000,250000,302500,320000
370630003021,123000,131500,137000,157500,148500,150000,151250,180000,183500,194000,206500,215750,225000,219000,235500,254500,278000,303000,306000,323500,300000
370630018014,70000,82750,90250,117500,119500,124000,126000,126000,123000,125500,129000,127250,123000,118000,118000,104000,113500,130000,134000,135500,144000
370630014001,62000,60000,72500,61250,61250,63000,64000,63500,73000,78750,79500,,,,,52000,,60500,71250,72500,85000
370630002003,118750,117500,121000,132000,143500,151500,165000,180000,190000,180000,185500,213000,243750,249000,260000,262000,315000,333000,365000,325000,350000
370630020182,126500,135500,137000,144500,151000,154500,161000,191000,206500,213000,195500,184000,184000,341000,344500,344750,344500,270000,254250,278000,364500
370630002002,71000,73500,65000,66000,67000,78000,90000,112000,107500,110000,111500,117000,133000,138250,141000,146500,246500,302000,332000,365750,385000
370630003022,121750,122000,120250,118000,136000,147500,150500,167750,167750,170000,172000,206250,241500,263000,261000,259000,276000,311500,297500,302000,303500
370630004011,91000,97500,100250,103000,110000,117000,132750,138250,140000,154500,171750,180500,182250,195000,187000,190000,190000,216250,250000,266000,274500
370630020082,180000,198500,211000,225000,248000,262250,270000,259500,278000,295000,280000,275250,270500,334500,305000,395000,345250,332000,336500,383000,477500
370630013011,46000,49000,45000,41750,42000,56250,52250,52000,52250,53000,63500,37500,31000,32500,42500,45000,50000,61500,88000,107500,123500
370630016012,136750,140000,145000,147500,149000,149500,150000,155000,160000,165000,163500,164500,163000,160000,157000,155000,160000,169000,182500,194000,199250
370630001012,75000,78000,83750,91750,94000,94000,86000,85000,88000,91000,105000,112000,114000,93000,103000,101000,101750,108000,130500,151000,164000
370630016041,142500,153000,164750,178000,196500,205000,212500,215000,207500,190000,205000,198000,199750,190000,189250,210500,220000,230000,220000,246750,250000
370630003013,80000,88500,151000,160000,180000,128000,120000,150000,160000,177500,212000,350000,315000,236000,236000,198000,219500,248750,387500,499250,499250
370630016034,139250,141500,215000,255000,265500,215000,219000,245000,271500,294000,283000,283000,269000,269000,266000,275000,271000,275000,289750,329000,335000
370630001021,87500,90000,93500,95000,98000,102500,105000,115000,118000,119500,121000,127500,133500,124000,129250,135000,140500,145000,172250,185000,197500
370630021003,149250,147500,180000,203000,215000,232500,235000,254750,255250,254000,255000,246500,246500,225000,192000,278000,278000,279000,275250,280000,286000
370630004012,131000,153750,159000,167000,172000,185000,185000,200000,205000,220000,240000,250000,243000,241000,259000,287750,331000,335000,366250,407000,418250
370630020132,114000,117000,119000,120500,123750,131000,135250,138000,140000,145000,146250,147500,147250,150000,163000,154000,159000,159500,185000,197000,214000
370630005002,60000,80000,71000,72750,78000,85000,110750,72500,77500,90250,116250,135000,122000,154000,250000,273000,293750,294500,381250,354000,381250
370630011001,33750,34000,35000,38500,38500,52000,53000,59000,40000,41000,40000,54500,67000,80000,128000,185000,253000,269000,300000,310000,345500
370630018013,85000,89750,91000,99000,115000,129500,130750,131000,135000,153250,154250,146500,143500,148000,152000,145500,144000,145250,153750,162000,172500
370630011002,58000,59000,68000,70500,78500,69500,51500,51500,42500,51000,51000,73500,67000,99500,102750,,,97000,113000,124000,129000
370630020133,150000,160750,167250,174000,172500,178000,180000,186750,193000,200000,205750,202000,200000,196000,196000,195000,204000,215750,220000,240000,251500
370630020081,257000,277000,317000,365000,389000,392500,400000,430000,439500,421250,436250,426000,432500,475000,564500,562000,531250,550000,586500,586000,585500
370630002001,94000,97500,96500,105250,107750,121000,124500,127000,124500,142500,145000,134000,137500,140500,158000,181000,182500,221500,225750,237500,233000
370630020181,178500,193000,203500,223500,234250,249000,275000,405000,400000,477000,438000,423000,403500,413000,492500,487500,440500,340000,495000,540000,540000
370630001011,73000,78250,82750,86000,90000,93000,95500,101750,110000,113500,117000,123000,119000,109500,109000,128500,130500,146250,173000,192000,204000
370630004021,85500,89000,93750,101000,109000,125000,136500,144500,146000,153000,152500,172500,187750,219000,220000,230000,260000,265750,310000,332500,335000
370630010021,73000,70500,69000,63000,70000,74000,74500,85000,79500,81500,61250,60000,41000,38500,40000,50000,55000,85000,96250,109000,117500
370630005001,,,,,,,,,,,,,,,,,,,,,
370630005003,55000,53250,51500,18000,28750,26000,40000,79000,79000,90000,51000,48500,66750,119000,119000,128500,137500,204500,254500,278500,284000
370630006001,92750,100000,116000,123000,126000,125000,126000,132750,139000,146000,152000,161000,170000,166000,170000,169000,195000,232500,264000,297000,313500
370630015031,,,,,,,,,,,,,,,,,,,,,
370630010022,77000,80000,80000,67500,64500,80000,82000,77000,69500,70000,78000,80000,75000,,45000,,81000,109500,114000,125000,128250
370630010023,55000,57250,58000,58250,65000,77000,77000,72000,72500,70000,70750,75000,71500,63500,30000,44000,54500,61000,84000,117000,130500
370630010024,47500,50000,53500,52500,53750,55000,57000,53500,53000,52000,50000,30000,29000,27500,37000,40000,61000,68500,117500,120000,106000
370630013031,56500,65000,69500,77500,72000,70000,70000,80500,80500,80000,75000,58000,43000,43000,55000,62500,69000,80000,128250,132500,135000
370630013041,65000,65000,64000,62500,71000,85000,85000,75000,75000,73000,69000,58750,50000,33000,62750,64000,69000,82000,126500,140500,140500
370630015011,,,,,,,,,,,,,,,,,,,,,
370630015021,64000,49500,56500,,,,,74250,80000,,,,,,,,97750,100500,122000,130000,
370630013032,54000,55000,63000,86000,84000,85500,85000,92000,90000,67000,67000,,85000,85000,77000,64000,,71500,120000,121500,134500
370630016013,119500,123500,125500,127000,129500,132000,135750,140000,148000,152250,152250,149250,145000,140500,140000,140000,146500,163000,175500,189500,191000
370630010011,45000,51500,53000,50000,45000,46000,50500,70500,76500,66000,58500,40000,40000,30000,51500,69000,89000,99000,125000,150000,152000
370630010012,36000,41000,43000,44250,46000,50000,50000,56500,50000,59000,53000,64250,42500,43000,48500,63250,70000,90000,124000,136500,136750
370630017071,128500,129750,129750,143500,155000,168000,176500,178000,180000,184250,188000,190000,171500,166500,166750,195000,220000,240000,274500,258000,269250
370630017052,119000,122750,122750,125000,124000,135000,136500,146000,146000,149500,160000,169000,158000,150000,160000,165000,155000,180000,203000,216000,226250
370630017053,88750,95000,105000,108500,109000,109000,108000,112500,116000,117250,112750,115000,115500,117250,115000,114000,123500,127500,139000,156000,166000
370630017061,166500,169000,181000,191000,196250,209250,219500,318000,373500,366000,277000,250000,241250,279750,274000,275000,250000,275000,288000,300000,320000
370630017113,,,82500,,,,,,121500,123000,123000,,,,,,,,,165000,167000
370630017072,136000,139500,150000,156000,159000,168000,165000,178250,175000,180000,185500,189000,193000,167000,205000,218000,223500,225250,236000,240500,245000
370630018092,136000,137000,158500,180500,194500,201500,197000,193000,190500,198250,205500,205000,204250,199750,199500,212000,219000,225500,225000,238500,249000
370630022001,59250,70000,74000,80000,82500,80500,87500,78250,92500,84500,96000,81000,99000,73500,170500,150000,214500,215000,310000,370000,429500
370630020071,140000,146250,145000,152500,155500,158000,169000,175500,180000,191000,206000,207500,203500,190500,200000,209000,216750,242500,245000,257500,260000
370630017101,123500,129000,134500,136750,140500,140500,144000,149500,153000,154000,152000,151750,147000,144500,141000,147250,154500,165000,175000,180000,185500
370630017102,108250,114000,117000,120000,120000,120000,125000,130000,135000,131000,132000,126000,125000,125500,118000,121000,124500,128000,133000,155000,164000
370630017111,97500,101500,107000,112500,114000,117000,121500,125000,133750,140000,143000,135500,134000,133250,132500,136500,140000,142500,146000,175000,194500
370630017112,123500,,,,,145000,,145000,,152250,151000,151000,,,,155000,173500,176250,176250,205000,
370630020131,113000,117000,126000,129500,131000,133000,137000,138250,142000,145000,147250,148500,147500,147000,147500,155250,160000,164500,197000,213000,218000
370630020262,106500,108000,110500,120000,125000,130000,141000,178250,151000,151000,135000,184500,184500,190500,188000,150000,140000,147500,210000,200000,213750
370630020151,120000,126000,129500,134250,139500,141500,145000,148750,154000,163000,162000,162500,166000,160000,163000,165000,171000,196000,205000,215000,235000
370630020152,117000,126750,130000,132000,140000,145000,148500,154000,163250,165000,165000,167500,165000,167000,167500,169000,175000,189000,202500,238500,239000
370630020161,,,,,,,,,,,,,,,,,,,,,
370630018012,100000,104000,102500,93000,75000,80000,110000,118000,118000,117500,115000,113000,95000,107500,127500,157500,132500,136000,146500,179000,185000
370630016031,116250,127750,129000,133750,129000,135000,137000,148000,155000,154500,154000,149000,149000,149000,150000,154750,159750,160000,171000,180000,192500
370630017073,158500,183250,200000,171750,171750,184000,269000,263000,253000,185000,255000,255000,247000,189500,185000,198000,217500,278250,265000,285000,285000
370630016033,116000,120000,126250,132000,137000,148500,155250,154000,153750,156000,155000,155500,155000,145000,140000,142000,156000,165000,170000,192250,196500
370630017081,98000,98000,98000,97500,115000,135000,143250,160500,172000,170250,163750,161500,161000,160000,156500,160000,155000,164000,167000,184000,188500
370630016043,125500,135000,147750,210500,222500,237000,243250,255750,215000,210000,200000,188000,180000,180000,188500,200000,216000,200000,235000,268000,295500
370630017051,108500,116000,122000,130000,128500,129750,129750,133000,133000,135500,143000,144000,143000,140000,130000,131000,145000,154000,167500,180000,187000
370630017091,72000,74000,77000,81000,78000,87250,89000,98000,100000,98000,97500,96750,40750,,20000,74500,75000,75000,97500,114000,115000
370630017093,79000,82000,78250,60000,88250,112000,192000,119750,116750,116000,142500,200000,158000,95000,95000,102000,127500,125000,148750,150500,178000
370630018021,87000,91500,105250,108500,110000,102250,110000,109500,111000,115500,120000,120000,116750,94000,86500,87500,118000,121000,142000,150000,153500
370630018022,99500,100500,103750,108000,108000,106500,109000,108750,107000,108500,108000,115000,91000,103000,103000,103000,104000,111500,115750,139000,145000
370630018023,91000,95000,97000,99000,105000,106000,106000,118000,121750,123250,120000,113500,87000,90000,109000,112000,110000,113500,115000,135000,141500
370630020091,73250,81000,81250,83000,84000,88000,90000,93000,94000,100000,96000,92000,88250,89000,90000,80000,94000,107750,125000,130000,139750
370630020092,72000,60000,75000,78000,88000,84000,95000,102000,106000,117750,97000,105000,72000,76000,75000,97750,101500,123000,125000,127000,130000
370630020093,78000,70000,78500,80000,87000,87000,87500,90000,94500,94000,91000,82250,60500,60250,71000,90000,95000,99500,117000,132500,135000
370630010013,39500,37250,43000,45000,53750,56500,56500,58000,52500,42250,40000,30000,26500,23500,23250,40000,74500,75000,70000,77000,88750
370630006002,141000,144000,148000,172000,173500,175000,190000,192500,208500,218000,247000,250000,250000,252000,255000,273750,279500,295000,336000,415000,400000
370630007001,79500,92500,84750,78750,75750,128000,128000,118250,135500,210500,208000,181500,195000,245000,247250,270000,287500,285000,313500,349000,349000
370630007002,148250,167000,190500,209500,212000,200000,200750,227750,229000,275000,277500,287500,310000,295000,283000,299000,348000,368500,360000,390000,390000
370630007003,140000,145000,151000,160000,167000,175000,180000,180000,185000,190000,205000,225000,224000,229750,236000,257000,280000,310000,312500,321000,321000
370630015023,,,,,,88000,90000,97000,,,,,,,,,,,,,
370630018073,111750,114500,120000,128000,130000,130000,130000,143500,149500,149500,145250,141500,125000,122000,121000,129500,133750,138000,148750,162000,168000
370630020283,,,,,,,,,263500,259000,253500,216500,204500,200000,203750,215000,243000,255000,288000,300000,312000
370630015024,,,,,,,,,,,,,,,,,,,,,
370630020202,205000,222000,235000,247250,250750,250500,252000,265750,300000,325000,335000,335000,334000,308500,311750,310000,345500,362000,378500,388500,393000
370630001022,85000,87500,90000,96750,100000,107000,113500,118000,118000,120250,123000,125000,125000,122250,119500,127500,135000,155000,167000,193500,200000
370630006003,260000,260000,265000,273000,297000,301000,310000,309000,319000,413000,415000,417000,385000,390000,365000,432000,475000,484500,514000,575500,630000
370630017062,156000,188000,185500,169000,165500,173000,186000,179500,184750,183750,188000,188000,192000,183500,192000,190000,198000,209000,216000,231000,232500
370630017075,127750,122000,128250,162000,335000,290000,270000,447000,487500,485000,532000,512500,495000,386000,250000,220000,312500,485000,598500,615000,600000
370630018062,117000,121750,123500,125500,129500,140000,146000,153500,160500,165000,168000,168000,158000,160000,155500,152000,153250,172000,185000,195000,199000
370630018091,79000,85000,92500,99000,120000,120000,122750,112500,129000,149000,152000,98500,110000,113000,117000,130250,130500,136000,157500,171250,200000
370630020153,,,,,,,,,,,,,,,,,,,,,
370630020162,127000,129500,142000,147500,147750,145750,154000,180000,189000,192500,210250,217500,210750,204000,196000,195000,197000,234000,292500,302500,325500
370630020173,215000,213000,225000,259500,280000,299750,313000,323750,321000,332750,320000,313500,305000,300000,304000,308000,334000,338000,342500,345000,358500
370630020183,145000,156000,175000,237500,254000,256000,256500,276000,296000,295000,288000,263750,267000,294250,294750,303000,304000,317000,330000,346750,352000
370630020193,190000,205000,215000,227250,235500,245000,255000,285000,301750,304750,300000,295000,295000,289500,295000,309000,321500,320000,327250,335000,345000
370630020271,84500,113250,112500,116750,115750,123000,123000,126000,135000,143000,170000,195000,182500,178750,176500,182000,202500,226000,241000,258500,266000
370630020211,178000,185000,195000,206000,215000,218000,237500,245000,251000,263750,275000,270000,256500,245000,246000,255000,256000,274000,275000,295000,299000
370630020212,157500,156500,171500,201500,242000,263500,260000,251000,243500,245000,259250,260750,238000,231000,215000,260000,275000,291250,297500,300000,300500
370630020221,124250,125000,134000,146000,159000,163500,167000,167500,173500,180000,184000,185500,187000,182750,168750,165500,173000,189500,220000,224000,225000
370630020222,147000,150000,153000,158500,165500,174000,179000,192500,197000,200000,197000,200500,202250,203000,196000,194000,211750,217500,231750,247000,249000
370630020231,146500,151000,158500,165000,175500,177000,191000,190500,198000,205000,215000,210000,202000,202000,201000,205000,218500,234500,240000,254000,256500
370630020232,160250,164000,171250,175000,193000,202000,204000,207000,212750,223750,225500,235000,235000,233500,221000,226000,230000,241000,265000,307000,314000
370630020242,129000,134500,143250,147000,145000,154500,160000,170000,172000,182250,189000,192500,182500,180000,176000,179000,196000,216000,219000,221500,217000
370630020243,157000,158000,169000,178500,188000,188500,194000,196000,209000,213750,215000,215750,215000,216500,217250,215750,218500,230500,242000,255500,262500
370630020251,142000,143000,143000,148250,155000,160500,165000,176250,194000,204250,207500,210000,204500,195750,186000,193500,200250,210000,224250,233500,245000
370630020252,113000,115000,126000,135000,154000,165000,180000,195000,202000,202000,192500,188500,187000,195750,196750,196500,200000,208000,228000,245000,252000
370630020253,113000,118000,125000,128000,130000,135000,140000,141000,145750,146500,146000,149000,150000,151500,149250,145750,147500,162500,180000,188500,200000
370630020273,,,,,,,,,,,,,,,,,,,,,
370630018072,125750,131000,137750,144000,148750,151500,156000,156500,157500,153500,150000,151000,144000,135000,139000,150000,157000,160000,172000,183500,190000
370630020282,,,,,,,,,,,,377000,384750,391250,411000,423000,433250,408000,410000,452500,455000
370630023001,27750,27500,25000,44000,56500,60000,44250,37500,40000,61000,40000,,,25000,,182250,187000,195000,225000,274000,329000
370630018024,68500,76000,80000,81000,80000,70000,82000,70000,75000,75500,86750,74000,58000,58000,63000,58000,78750,85500,99000,104500,115000
370630018071,97500,99000,103000,108000,121000,129000,130000,140000,153500,163000,167750,162250,156750,145000,124000,137000,142000,154500,171000,178000,180000
370630018081,157500,159250,164500,169000,174500,176000,180000,179750,184000,185750,186500,184500,185500,171000,174000,171750,180000,185000,206000,224000,225000
370630020172,175000,185000,185000,220000,234250,256500,284000,288000,297000,305000,324000,329750,327500,310000,281500,315000,325000,335500,345000,397000,412500
